3DAA,7DAA,10DAA,13DAA,15DAA,17DAA,19DAA,21DAA,23DAA,26DAA
TraesCS1A02G019700,0,0,0,0,0,0,0,0,0,0
TraesCS1A02G095600,15.5684794482841,14.9060580349555,16.1098597354821,13.1727116204091,13.9455896146964,11.2679403100502,10.7704978554807,9.21180912620297,9.68297554021237,9.39570727404803
TraesCS1A02G164700,19.4264978671761,16.2707034930391,18.0048391442649,17.2883540964555,15.5503935114924,16.295236168563,14.2044550277609,18.002224890922,13.5905221187756,8.43724227736722
TraesCS1A02G256700,0,0,0,0,0,0,0,0,0.0450047732012249,0.552621704819423
TraesCS1A02G310300,0,0,0,0,0,0.0429752785723994,0.0354383941484084,0,0,0
TraesCS2A02G219600,0.786216892956647,1.41448790521902,2.47926154383597,3.37566841102601,7.55084458453222,6.3304676392988,7.54675629609751,14.6090477497823,33.6344014484687,33.7706342414731
TraesCS2A02G219700,0.582537945909091,0.111815343756476,0.152279068944933,0.246761185298493,0.186040497803708,0.13764385410364,0.17248473206794,0.38187822539855,0.22982082808677,0.418343990892296
TraesCS2A02G231600,4.52253642778069,3.00760482616882,4.05483973778226,3.72132182755988,2.86271469930813,2.79837225718337,3.21668060973398,3.62775545238539,1.7040304317514,1.4738697734254
TraesCS2A02G300300,0.0388385313180474,0.132459730820192,0.15152160270927,0.0360587855887706,0.0779162227797901,0.0903129954566829,0.0594799388561543,0,0,0.101604954357761
TraesCS2A02G505300,1.23042635971781,1.3908562378751,2.28381730850362,2.23946031507213,2.0831499532864,2.51409113122378,1.66528116976646,1.79285592442173,2.51875074388584,3.51720861030265
TraesCS2A02G516300,4.57943955784273,5.99950297068016,5.50239777581422,5.89098552726525,4.21190133329006,5.46897699844544,5.82782281522043,4.89657505216471,5.36366868626072,5.91269646228137
TraesCS2A02G575700,0,0.0178623937536824,0,0,0,0,0,0.0357561506080635,0,0.103356039823638
TraesCS2A02G584400,0,0,0,0,0,0,0,0,0,0
TraesCS2A02G584600,0,0,0,0,0,0,0,0,0,0
TraesCS2A02G707500_M,0,0,0,0,0,0,0,0,0,0
TraesCS3A02G007100,0,0,0,0,0,0,0,0,0.0343625218331564,0
TraesCS3A02G019600,0.124112357553926,0.108260532630143,0,0.0289822489169744,0.115288613423691,0,0,0,0,0
TraesCS3A02G196000,0,0,0,0,0,0,0,0,0,0
TraesCS3A02G298500,1.63737083950655,1.19441710209319,0.976290588498057,1.61428177408076,1.21296412748434,1.58618512971154,1.22281941562158,2.04395616202298,0.707525391056982,0.864409836867523
TraesCS3A02G331900,0,0.0380146680438339,0.214981128633293,0,0.0602454736294734,0.0339697753855221,0.131755829501428,0.262012639238183,0.360520599206335,4.6420624555701
TraesCS3A02G335900,0,0,0,0,0,0,0,0,0,0
TraesCS3A02G339800,0,0,0,0,0,0,0,0,0.0995417968264216,0
TraesCS4A02G041500,0,0,0,0,0,0,0,0,0,0
TraesCS4A02G271100,19.2468943725278,25.0261402919782,24.5813150833505,23.5278309308548,22.7550461983321,19.1151957700472,23.3919011467437,23.7368234755411,22.2579574819147,23.6292623460603
TraesCS4A02G284700,0,0,0,0,0,0,0,0,0,0
TraesCS4A02G415600,1.50904421148277,1.32436236958574,2.20361986014998,2.48629728967672,1.49397934677257,1.97440613046343,1.54986034291081,1.08522504698559,1.29877702031803,0.741832682526515
TraesCS5A02G015800,0.802116994501902,1.04575199728214,1.51288139712879,1.06381623687577,0.980887467127126,1.73678292683924,1.18446498231643,0.787730364810312,0.314684905494126,0.499096173808128
TraesCS5A02G060000,0,0,0,0,0,0,0,0,0,0
TraesCS5A02G220400,0.179762191629323,0.661640746731386,0.410716573317097,0.764350604941203,0.632197209135756,1.05889547562843,0.973115659832481,0.794276248614186,1.37335653875959,0.83458251846736
TraesCS5A02G220500,0.426540066228971,0.540555053696478,0.744338461457999,0.73150100112448,0.970380535240703,1.0676268750374,0.782989338362374,0.902212953242944,1.55558318579404,1.76159804639282
TraesCS5A02G483100,0,0,0,0,0,0,0,0,0,0
TraesCS6A02G008800,0.5808134210942,0.300793443870367,0.471412882005165,0.369940734148647,0.296427029267744,0.546465724750781,0.548327680178964,0.301287875282039,0.296205088667258,0.0998557108006423
TraesCS6A02G009400,0,0,0,0,0,0,0,0,0,0
TraesCS6A02G039800,0,0,0,0,0,0,0,0,0,0
TraesCS6A02G271500,0.132068122596289,0.0983466436000526,0.0594376778270172,0.161035565768636,0.163036680396744,0.0813109101704274,0.0620631313983325,0.103394932915111,0.242365657371895,0.0591419815885611
TraesCS6A02G329600,0,0,0,0,0,0,0,0,0,0
TraesCS6A02G329700,0,0,0,0,0,0.0339940048972093,0,0,0,0
TraesCS6A02G329800,0,0,0,0,0,0,0,0,0,0
TraesCS6A02G329900,0,0,0,0,0,0,0,0,0.0232788774058449,0
TraesCS6A02G330000,0,0,0,0,0,0,0,0,0,0
TraesCS6A02G330100,0.0263094156957699,0,0,0,0,0,0,0,0,0
TraesCS7A02G109400,0,0,0,0,0,0,0,0,0,0
TraesCS7A02G109600,0,0,0,0,0,0,0,0,0,0
TraesCS7A02G169100,0.747516309046821,1.4180684061196,1.61447778497348,2.50922319325316,4.53695932667503,3.14108901964357,3.41934656364393,3.77727567670699,6.5619772786434,11.995837935507
TraesCS7A02G209000,2.93811687945226,3.39087583360966,2.32828813452372,3.40194930245728,2.88430308818281,2.96222040283906,2.69616168376166,4.50048894373311,3.649342639307,2.50514267351435
TraesCS7A02G300400,0,0,0,0,0,0,0,0,0,0
TraesCS7A02G409900,4.40019637248744,6.53005323704269,8.31209952947828,5.34732608002545,11.4772032089378,9.39933038313291,8.20205265176342,8.70434685661676,21.7251275780637,33.8496944944736
TraesCS7A02G477400,0,0,0,0,0,0,0,0,0,0
TraesCS7A02G477500,0,0,0,0,0,0,0,0,0,0
TraesCS7A02G490000,0,0,0,0,0,0,0,0,0,0
TraesCS7A02G526900,0,0,0,0,0,0,0,0,0,0
TraesCS1B02G023900,0,0,0,0,0,0,0,0,0,0
TraesCS1B02G128000,1.12942376272248,0.790565833113798,1.34035398193165,0.57709710223741,1.06333012702551,0.490036429580961,0.361647592936249,0.501278558460837,0.70375590393346,1.15563055768474
TraesCS1B02G181600,13.9572636200607,11.5364674552242,11.7882130665342,11.9092090874334,11.6924924579289,11.5428646025634,10.7639701185362,11.1199885750664,9.52192571272787,6.16923222901287
TraesCS1B02G267300,0.0719890862372882,0.042182822892921,0.265874826723534,0.112052940548018,0.782066811401955,0.204986107767991,0.0911375543482764,0.529384085147966,2.12597430980274,2.59639478979588
TraesCS1B02G321500,0,0,0,0,0,0,0,0,0,0
TraesCS2B02G245100,0.779601691427636,1.22927366849268,0.456664969034444,1.01100292279441,1.5896659598024,1.79925326149145,2.6467904564583,5.2544476791983,17.7114037538817,22.9835220598306
TraesCS2B02G245300,0.52433405669051,0.367831677822798,0.513141649879859,0.111177749576169,0.456895827646334,0.124663086589471,0.0911333135686896,0.163052421157097,0.311534440426827,1.14922092519156
TraesCS2B02G255800,2.87104922149142,4.0869177044226,3.27077721851659,4.143774572797,4.49254597926351,3.73476513613934,3.77656190159955,4.33916251793264,3.77651778823416,2.98267215212882
TraesCS2B02G316600,0,0,0,0,0,0,0,0,0,0
TraesCS2B02G533700,0.715378679416489,0.354286078980802,0.345490746603053,0.54743226364706,0.16352994811871,0.209466403767061,0.562104387630354,0.410955703324138,0.321192940159746,0.227050320793971
TraesCS2B02G545100,21.8084079273949,20.0142503016146,28.1868918496879,20.6411650416553,22.9670042848295,29.5605550783231,23.1764713482435,23.6572474576803,29.5464109753021,32.5293477971442
TraesCS2B02G611600,0.0761071448826951,0.0912747532168676,0,0.0574315588218136,0,0.105555412339383,0,0,0.143045927795953,0.0447019351681377
TraesCS2B02G598400,0,0,0,0,0,0,0,0,0,0
TraesCS2B02G598500,0,0,0,0,0,0,0,0,0,0
TraesCS2B02G855500_M,0,0,0,0,0,0,0,0,0,0
TraesCS3B02G006900,0,0,0,0,0,0,0,0,0,0
TraesCS3B02G026700,0,0.0567361837303442,0,0.0269289188543316,0,0,0,0,0,0
TraesCS3B02G227600,0,0,0,0,0,0,0,0,0,0
TraesCS3B02G338000,4.62165433053388,5.42705485593654,3.73339954182618,5.15738082927474,4.15187535391018,4.20758774974026,5.5370834174673,6.76196195746325,3.81086439644972,2.78131554435352
TraesCS3B02G362000,0.0267418081155487,0,0,0.0421167836813883,0,0,0.0483509490322468,0.0394176527562975,0.0799321113600646,0.485099559408313
TraesCS3B02G366800,0,0,0,0,0,0,0,0,0,0
TraesCS3B02G371400,0,0,0,0,0,0,0,0,0,0
TraesCS4B02G262500,0,0,0,0,0,0,0,0,0,0
TraesCS4B02G043000,9.2632271191823,11.8173628099955,8.82478487550033,12.0093692050109,10.2103224943879,8.1512921409534,11.3602374018367,10.9226227589646,9.2473805328461,6.85958957034711
TraesCS4B02G028400,0,0,0,0,0,0,0,0,0,0
TraesCS4B02G316400,0.185202708577209,0.322320120337483,0.445449664157274,0.266601946241034,0.396786463576793,0.302909534544185,0.558188655940307,0.295353379700382,0.235484374125592,0.300742680009246
TraesCS5B02G014100,0,0,0.08499441890743,0,0,0,0,0,0,0
TraesCS5B02G067300,0,0,0,0,0,0,0,0,0,0
TraesCS5B02G219500,24.4066253641305,24.2916865916113,14.1999211840104,20.3171656061315,17.2040332955596,18.007794276637,22.5982897677473,23.1756165863224,14.4807663589315,15.3650481246074
TraesCS5B02G219600,6.55475657483886,11.1951597931174,9.8581137882143,11.503551229916,14.5000776950184,16.482874509294,13.0022337432681,18.2441126576547,25.8904150273812,20.556080844981
TraesCS5B02G496200,0,0.0492235401507687,0,0.107661810359105,0,0.0152559522618078,0.032165980165236,0,0,0.0505973248253953
TraesCS6B02G015400,1.47280001827179,1.68205419272819,1.66402625057786,1.99887250531635,1.71630506485588,1.5666492492199,1.56336719311603,1.43287917772675,1.20713275081515,0.896730436292408
TraesCS6B02G014700,0,0,0,0,0,0,0,0,0,0
TraesCS6B02G054800,0,0,0,0,0,0.0182603811746695,0,0,0,0
TraesCS6B02G298700,76.5033662901571,67.7081246500366,59.8101224449082,115.91440761976,69.2783613406181,87.0611809344509,101.603921868975,76.5781179274244,68.3425800866923,24.6056286717537
TraesCS6B02G360400,0,0,0,0.0303082341615418,0,0,0,0,0,0
TraesCS6B02G360500,0.694689530094344,2.57038693263899,1.22236162785935,1.49020856420773,1.71225759687543,2.18749296882273,1.30947668181398,0.595859910023112,0.341511868353294,0.224971459376095
TraesCS6B02G360600,0,0,0,0,0,0,0,0,0,0
TraesCS6B02G360700,0,0,0,0,0,0,0,0,0,0
TraesCS6B02G360800,0,0.0692558874499505,0,0.0353637164934663,0,0,0,0.101482709717256,0,0.0648845590225371
TraesCS6B02G360900,0,0,0,0,0,0,0,0,0.0152690085172788,0
TraesCS7B02G007400,0,0,0,0,0,0,0,0,0,0
TraesCS7B02G007600,0,0,0,0,0,0,0,0,0,0
TraesCS7B02G073900,3.17065701796131,6.25304912933083,8.22755869345465,9.26318185797056,10.8141105585131,11.286322223965,10.7131151101371,12.20189631568,16.7428924544625,20.1602455482013
TraesCS7B02G116100,1.7263501761223,1.86919867050281,1.17114411872523,1.74349850502196,1.4041868131703,1.81301791360439,1.4519101115694,1.91983310550016,1.65311521840868,1.74162701260565
TraesCS7B02G201300,0,0,0,0,0,0,0,0,0,0
TraesCS7B02G309300,1.52956426120496,2.61655740065226,2.70219939811771,2.58812533065092,3.39822772594867,3.42933999658263,2.87734772589095,4.13203863583565,7.28081750148192,8.12829876940007
TraesCS7B02G379000,0,0,0,0,0,0,0,0,0,0
TraesCS7B02G379300,0,0,0,0,0,0,0,0,0,0
TraesCS7B02G393200,0,0,0,0,0,0,0,0,0,0
TraesCS7B02G388500,0,0,0,0,0,0.0220646272527257,0,0,0,0
TraesCS1D02G019300,0,0,0,0,0,0,0,0,0,0
TraesCS1D02G104500,7.65621783842778,7.95294256528582,7.98957038200975,6.51520888046812,7.17934142686328,6.5185676168853,5.77919370959977,4.57635140533345,5.89125436944129,6.31858666957288
TraesCS1D02G161800,27.5070901392033,23.4346416791235,21.9204323721225,23.3671301491584,21.6615490118388,23.0331040356696,19.5963399760721,23.9315297640998,17.5572435241086,10.4599528325594
TraesCS1D02G256100,0,0,0,0.0717858135716427,0.0549931031243664,0,0.0497665591210243,0.335502667666037,1.83525356990029,3.7508719452666
TraesCS1D02G309800,0,0,0,0,0,0,0,0,0.0378293975062918,0
TraesCS2D02G225400,0.80721796457942,1.94617009484895,2.03405086429474,2.39553755859274,5.00987340570058,4.92619945373659,6.14515755671875,10.5365143809008,22.6509171402611,24.0240253204617
TraesCS2D02G225500,0.746582807873028,0.270426505278618,0.940806423512997,0.173953689163941,1.16327843896332,0.0816799974090142,0.606102119285663,0.272629112190916,0.214782829930826,1.56999119882558
TraesCS2D02G271000_M,0,0.188474091839531,0.0893868953367546,0,0,0.0812310545147965,0.14339465445726,0.13635919651931,0,0
TraesCS2D02G298200,0.0452412602128704,0.0401858053606465,0,0.0603521302390909,0,0,0.0455102001975532,0,0.289439696655758,0.118355046471088
TraesCS2D02G506100,0.0243708945312816,0.0118583992030537,0.0395044482245802,0,0,0.0177577691000348,0,0.0840014289377168,0.0230691643719374,0.0393079177212134
TraesCS2D02G518100,1.09134758130514,1.28837369102935,0.898855740175122,0.887203871099223,1.09540287181106,1.57177719959888,1.16287859724948,1.12515890014514,1.44683904430187,1.14112323638961
TraesCS2D02G586500,0,0,0,0,0,0,0,0,0,0
TraesCS2D02G601700,0,0,0,0,0,0,0,0,0,0
TraesCS2D02G601600,0,0,0,0,0,0,0,0,0,0
TraesCS2D02G548200,0,0,0,0,0,0,0,0,0,0
TraesCS3D02G003600,0,0,0,0,0,0,0,0,0,0
TraesCS3D02G027300,9.02510714477475,10.8611803914346,3.16741783737308,5.04680675987295,4.46997849900965,2.37852143820212,3.74452894966437,2.56946382712086,0.51026432129929,0.365395804330803
TraesCS3D02G199100,0,0,0,0,0,0,0,0,0,0
TraesCS3D02G303400,3.06040873200548,2.90479124615736,2.65678103400811,3.69360431526887,3.20284749635873,3.63384134202182,3.95215636815074,4.86770067752569,2.70056414576089,1.93774573545596
TraesCS3D02G325400,0,0.0136089353123171,0,0,0,0.0286194229606082,0,0,0.0405595164617175,1.23725502323149
TraesCS3D02G328900,0,0,0,0,0,0,0,0,0,0
TraesCS3D02G333300,0,0,0,0,0,0,0,0,0,0
TraesCS4D02G262600,0,0,0,0,0,0,0,0,0,0
TraesCS4D02G040300,20.9069179380682,30.2102108027269,28.7138208704747,28.8268787688776,26.0481815950312,23.8763978490815,30.9224454149098,30.0491892775207,29.501545907105,29.4309100661678
TraesCS4D02G015400_M,0,0,0,0,0,0,0,0,0,0
TraesCS4D02G313000,1.11771672073595,1.9852438130314,0.930330144650324,1.71665185614336,1.85950968863483,1.67955100695828,1.03652746761475,0.933779411370545,1.47389799759579,1.18257800420588
TraesCS5D02G021800,7.57098973831854,6.7359461423465,9.19594619401764,6.47382246304044,5.12280766360613,7.27911755382016,3.48312309017008,2.69962572832552,2.3167426143013,1.37737749386409
TraesCS5D02G071500,0,0,0,0,0,0,0,0,0,0
TraesCS5D02G228400,15.562079573391,64.4395687150142,13.6942118250658,35.9610985114186,27.8127361746751,30.6688542498683,43.5951168660257,97.2067138613501,78.5113047850608,96.6140478337262
TraesCS5D02G228500,1.3690797892405,3.70571564579213,2.89438361448968,4.49355538609377,6.21921032619696,7.96052607608909,5.66771862954161,6.64252812600386,12.3498400006111,10.9203991981168
TraesCS5D02G496600,0,0,0,0,0,0,0,0,0,0
TraesCS6D02G009800,0.167547357914723,0.152736301006754,0.139888443394921,0.193123064552303,0.520483223051704,0.0976366784637337,0.206756543025552,0.159957913509188,0.129183125058475,0.0178160627766783
TraesCS6D02G012400,0,0.0396123136541809,0,0,0.0612052132528249,0.10135576364246,0.0420846968887689,0,0.222646173199631,0
TraesCS6D02G045700,0.103874373387734,0.0357546438930875,0.186885867112596,0.109913560641126,0,0.121975143147732,0.070824985242803,0.276741066928124,0.244516725459741,0.232216134740057
TraesCS6D02G251700,88.9072813348106,89.2057904107819,69.4910641841779,131.738338275867,101.516956226556,111.437922816007,123.391274336252,103.624548746633,109.576550711542,34.9760513586229
TraesCS6D02G308500,0,0,0,0,0,0,0,0,0,0
TraesCS6D02G308600,0,0.286393007620535,0,0.114022904151785,0,0.165643102166173,0.130944370976886,0,0.0814771908322308,0.0509233385162806
TraesCS6D02G308700,0,0,0,0,0,0,0,0,0,0
TraesCS6D02G308800,0,0,0,0,0,0,0,0,0,0
TraesCS6D02G308900,0,0,0,0,0,0,0,0,0,0
TraesCS6D02G309000,0,0,0,0,0,0,0,0,0,0
TraesCS7D02G104700,0,0,0,0,0,0,0,0,0,0
TraesCS7D02G104900,0,0,0,0,0,0,0,0,0,0
TraesCS7D02G170200,4.01943539158765,6.57762505147499,5.8075514746423,7.57171537336459,9.9595417813434,8.59545668143249,9.61591819893684,9.98467442415243,19.8443707107274,26.0128301813277
TraesCS7D02G211200,7.35226526280493,6.97250555456358,5.3839506314258,7.89943529817299,6.67935474307431,7.38948761748267,7.11216702289212,7.98127490341045,8.28340203606754,4.83136683646977
TraesCS7D02G296100,0,0,0,0,0,0,0,0,0,0
TraesCS7D02G403100,8.88646729692845,10.9505174527945,11.0418594609596,9.20238221287019,11.2544067394098,14.3894125970286,10.954201445335,12.1629351691817,18.1683747406704,15.4658761741434
TraesCS7D02G464900,0.0152727582811545,0,0,0,0,0,0,0,0,0
TraesCS7D02G465000,0,0,0,0,0,0,0,0,0,0
TraesCS7D02G476400,0,0,0,0,0,0,0,0,0,0
TraesCS7D02G472200,0.0505306550384189,0.0666823946108296,0.035942618625947,0,0,0.0184094946431694,0.0301859516057673,0,0,0
TraesCS1A02G019800,0,0,0,0,0,0,0,0,0,0
TraesCS1A02G020200,0,0,0,0,0,0,0,0,0,0
TraesCS2A02G705800_M,1.46671177963438,1.21940264326344,1.47017967482938,1.44592821835369,1.53861676821873,1.62733715263054,2.07744409120341,1.54705592671497,1.58037128782113,2.627441973745
TraesCS3A02G070300,0,0,0,0,0,0,0,0,0,0
TraesCS3A02G301300,0,0,0,0,0,0,0,0,0,0
TraesCS3A02G514400,0,0,0,0,0,0,0,0,0,0
TraesCS4A02G386700,0,0.0594557311554688,0.148163214549162,0.0857115760125009,0,0.0985026809220534,0.0353576784082327,0.043883692231149,0,0.0712314652182673
TraesCS4A02G464100,0,0,0,0,0,0.0729855970381125,0,0.0477478764628351,0.046202594440293,0.156571065795395
TraesCS4A02G464200,0.0443061176011603,0.0307025115004524,0,0,0,0.0164912092961548,0,0.086309656277457,0,0
TraesCS4A02G472400,2.01834070759776,1.36304508750298,1.52504453072804,1.93260566105465,1.59718106919871,1.81448579729733,1.40116028776945,0.906896527611479,0.879624401162357,0.751645463823218
TraesCS5A02G483000,0,0,0,0,0,0,0,0,0,0
TraesCS5A02G520400,0,0,0,0,0,0,0,0,0,0
TraesCS5A02G520500,0,0,0,0,0,0,0,0,0,0
TraesCS6A02G008700,3.6660183543931,3.57630449042046,3.76639894916427,2.94966320671725,3.13871318321475,4.72554192247984,2.98317708944617,3.54038663604001,3.33111412250112,2.31013096280721
TraesCS6A02G038300,0,0,0,0,0,0,0,0,0,0
TraesCS6A02G106600,0,0,0,0,0,0,0,0,0,0
TraesCS6A02G320900,0,0,0,0,0,0,0,0,0,0
TraesCS7A02G020400,1.52093183956865,1.13692451387844,1.23866091352116,1.72903484740806,1.24040442884804,1.16955978919382,1.07924610738735,0.836102648133267,1.02205955851078,0.477195852821061
TraesCS7A02G024800,2.65709369393722,3.10912258309372,2.56981092345299,3.57426587079923,3.75242677762095,2.75265256030545,2.61612623254467,3.04045164267923,2.73893042681467,2.3751335471956
TraesCS7A02G024900,1.26379038697305,1.77509430712632,2.16852005562865,1.85137440745946,1.18995822737996,1.97888032452156,1.10379158388378,2.16865196675909,1.78075792519126,1.16608801173642
TraesCS7A02G087800,0.0229306375120618,0,0,0,0,0,0,0.0567023736242548,0.0432239171482971,0.129121012501737
TraesCS7A02G281700,0,0,0,0,0,0,0,0,0,0
TraesCS7A02G461400,0,0,0,0,0,0,0,0,0,0
TraesCS1B02G049500,0,0,0,0,0,0,0,0,0,0
TraesCS1B02G041700,0,0,0,0,0,0,0,0,0,0
TraesCS2B02G301500,0,0,0,0,0,0,0,0,0,0
TraesCS3B02G009500,0,0,0,0,0,0,0,0,0,0
TraesCS3B02G084400,0,0,0,0,0,0,0,0,0,0
TraesCS3B02G011600,0,0,0,0,0,0,0,0,0,0
TraesCS4B02G086600,0.411446721365139,0.121642694825614,0.0803871099718886,0.261095488550971,0.162808280209978,0.0630974336265059,0.111857424878299,0.374709373980377,0.218354707251301,1.12403094736076
TraesCS4B02G351700,0,0,0,0,0,0,0,0,0,0
TraesCS4B02G351800,0,0,0,0,0,0,0,0,0,0
TraesCS6B02G015700,0,0,0,0,0,0,0,0,0,0
TraesCS6B02G654200_M,1.01380919191508,1.19835438942953,1.10596152441923,1.48297093762731,0.835102033975119,1.39456761179307,1.10721455917067,0.384745249621029,1.02949458380207,1.11328986594633
TraesCS7B02G007300,0,0,0,0,0,0,0,0,0,0
TraesCS7B02G120500,0.0884842570898591,0.300094551910144,0.297949255744051,0.178146054298087,0.140155282243521,0.197350455904544,0.114362506110999,0.0473131461763753,0.275288201390218,0.0599643561284275
TraesCS7B02G379400,0,0,0,0,0,0,0,0,0,0
TraesCS7B02G611500_M,0,0,0,0,0,0,0.0545206063821668,0,0,0
TraesCS2D02G548100,0.0742312196419625,0.23909821105169,0.0619941370883943,0.183561853394504,0.110349260452187,0.16720308037918,0.168888367163475,0,0.0755391876771936,0.510530749985124
TraesCS2D02G555400,4.2123089183631,5.38267559146349,5.21624696544967,4.40920250062772,3.65493609397514,4.45271786526912,4.08410961223447,5.43459527249413,4.41988632770322,2.47240247013781
TraesCS2D02G667500_M,0.0553188421085916,0,0,0,0,0,0,0,0,0
TraesCS2D02G740900_M,0,0,0,0,0,0,0,0,0,0
TraesCS3D02G488300,0,0,0,0,0,0,0,0,0,0
TraesCS4D02G164600,9.05341575793888,11.088774950798,9.09960784592164,10.0279244006354,11.5430882994496,9.90894487014755,9.33061441693238,6.43110561503262,8.18288557970033,6.06156009181938
TraesCS4D02G346500,0,0,0,0,0,0,0,0,0,0
TraesCS5D02G032500,2.57432707997458,2.49427986564948,2.10876419839692,2.67418112383095,2.82888615098549,1.7714197104563,2.56440155748731,1.78686877764369,2.91588273739378,2.90796771457312
TraesCS5D02G482100,0,0,0,0,0,0,0,0,0,0
TraesCS6D02G009900,1.02840272425822,0.973869941914525,1.17224079653894,0.819774660691142,0.972925077544549,1.00226093505429,0.913282446339745,0.813837284668124,1.11979511793827,0.62338891278822
TraesCS6D02G044200,0,0,0,0,0,0,0,0,0,0
TraesCS7D02G104500,0,0,0,0,0,0,0,0,0,0
TraesCS7D02G016700,4.96355869745044,3.75139809252439,4.14742594943674,6.29829079639288,3.31821997964415,5.22760910446155,4.90979912217305,3.41484100143728,2.87311635041938,2.80671908995431
TraesCS7D02G022700,0.129031850555794,0.107881634035108,0.0741272753471229,0.192647674127064,0,0.0999802211358842,0.0961501198374316,0.201356137257219,0.133423706079032,0.0368792499477242
TraesCS7D02G022800,0.609359329415278,0.378114272601548,0.769942617780451,0.555048390006549,0.286764845112868,0.441336656368805,0.77308448032432,0.647933044550007,1.14101766332691,0.609029968514626
TraesCS7D02G104600,0,0,0,0,0,0,0,0,0,0
TraesCS7D02G082900,0.0567180077798251,0.0215584876861053,0,0.0381781299168217,0,0,0,0,0,0
TraesCS7D02G280200,0,0,0,0,0,0,0,0,0,0
TraesCS7D02G449600,0,0,0,0,0,0,0,0,0,0
TraesCS7D02G449000,0,0,0,0,0,0,0,0,0,0
TraesCSU02G149300,0,0,0,0,0,0.0678911607776174,0,0,0,0
TraesCSU02G213700,0,0,0,0,0,0,0,0,0,0
